Celtic (ThistleRadio - SomaFM),http://somafm.com/thistle.pls,,
Rock (Rádio Beat),https://www.radiobeat.cz/player/,,
Classical - (Relax),http://relax.stream.publicradio.org/relax.mp3,,http://www.yourclassical.org/apple-touch-icon.png
Shoegaze - (Laut),http://stream.laut.fm/shoegaze.m3u,,
